,agent,patient,word_start_char,word_end_char,classification,article_uri
828,the results,of sampling error of %2b %2f,486,488,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
829,the results,of sampling error of %2b %2f,489,493,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
830,the results,of sampling error of %2b %2f,494,505,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
831,the results,of sampling error of %2b %2f,506,515,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
832,the results,of sampling error of %2b %2f,516,518,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
833,the results,of sampling error of %2b %2f,519,524,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
834,the results,of sampling error of %2b %2f,525,538,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
835,the results,of sampling error of %2b %2f,539,543,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
836,the results,of sampling error of %2b %2f,544,551,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
837,the results,of sampling error of %2b %2f,552,555,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
838,the results,of sampling error of %2b %2f,556,558,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
839,the results,of sampling error of %2b %2f,559,566,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
840,the results,of sampling error of %2b %2f,567,575,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
841,the results,of sampling error of %2b %2f,576,579,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
842,the results,of sampling error of %2b %2f,580,583,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
843,the results,of sampling error of %2b %2f,584,589,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
844,the results,of sampling error of %2b %2f,590,593,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
845,the results,of sampling error of %2b %2f,594,601,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
846,the results,of sampling error of %2b %2f,602,606,True,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
847,the results,of sampling error of %2b %2f,607,608,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
848,the results,of sampling error of %2b %2f,609,615,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
849,the results,of sampling error of %2b %2f,616,618,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
850,the results,of sampling error of %2b %2f,619,627,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
851,the results,of sampling error of %2b %2f,628,633,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
852,the results,of sampling error of %2b %2f,634,636,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
853,the results,of sampling error of %2b %2f,637,640,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
854,the results,of sampling error of %2b %2f,641,650,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
855,the results,of sampling error of %2b %2f,651,655,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
856,the results,of sampling error of %2b %2f,656,659,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
857,the results,of sampling error of %2b %2f,660,672,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
858,the results,of sampling error of %2b %2f,673,675,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
859,the results,of sampling error of %2b %2f,676,689,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
860,the results,of sampling error of %2b %2f,690,691,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
861,the results,of sampling error of %2b %2f,692,698,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
862,the results,of sampling error of %2b %2f,699,704,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
863,the results,of sampling error of %2b %2f,705,712,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
864,the results,of sampling error of %2b %2f,713,718,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
865,the results,of sampling error of %2b %2f,719,721,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
866,the results,of sampling error of %2b %2f,722,729,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
867,the results,of sampling error of %2b %2f,730,733,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
868,the results,of sampling error of %2b %2f,734,739,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
869,the results,of sampling error of %2b %2f,740,742,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
870,the results,of sampling error of %2b %2f,743,747,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
871,the results,of sampling error of %2b %2f,748,750,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
872,the results,of sampling error of %2b %2f,751,754,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
873,the results,of sampling error of %2b %2f,755,759,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
874,the results,of sampling error of %2b %2f,760,780,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
875,the results,of sampling error of %2b %2f,781,788,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
876,the results,of sampling error of %2b %2f,789,791,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
877,the results,of sampling error of %2b %2f,792,796,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
878,the results,of sampling error of %2b %2f,797,802,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
879,the results,of sampling error of %2b %2f,803,807,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
880,the results,of sampling error of %2b %2f,808,812,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
881,the results,of sampling error of %2b %2f,813,821,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
882,the results,of sampling error of %2b %2f,822,826,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
883,the results,of sampling error of %2b %2f,827,833,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
884,the results,of sampling error of %2b %2f,834,837,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
885,the results,of sampling error of %2b %2f,838,843,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
886,the results,of sampling error of %2b %2f,844,847,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
887,the results,of sampling error of %2b %2f,848,852,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
888,the results,of sampling error of %2b %2f,853,860,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
889,the results,of sampling error of %2b %2f,861,871,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
890,the results,of sampling error of %2b %2f,872,874,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
891,the results,of sampling error of %2b %2f,875,878,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
892,the results,of sampling error of %2b %2f,879,883,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
893,the results,of sampling error of %2b %2f,884,890,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
894,the results,of sampling error of %2b %2f,891,899,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
895,the results,of sampling error of %2b %2f,900,903,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
896,the results,of sampling error of %2b %2f,904,906,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
897,the results,of sampling error of %2b %2f,907,911,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
898,the results,of sampling error of %2b %2f,912,918,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
899,the results,of sampling error of %2b %2f,919,922,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
900,by 911truth,the poll,11,18,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
901,by 911truth,the poll,19,21,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
902,by 911truth,the poll,22,30,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
903,by 911truth,the poll,31,37,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
904,by 911truth,the poll,38,46,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
905,by 911truth,the poll,47,49,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
906,by 911truth,the poll,50,51,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
907,by 911truth,the poll,52,57,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
908,by 911truth,the poll,58,62,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
909,by 911truth,the poll,63,68,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
910,by 911truth,the poll,69,73,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
911,by 911truth,the poll,74,77,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
912,by 911truth,the poll,78,87,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
913,by 911truth,the poll,88,91,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
914,by 911truth,the poll,92,96,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
915,by 911truth,the poll,97,104,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
916,by 911truth,the poll,105,111,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
917,by 911truth,the poll,112,114,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
918,by 911truth,the poll,115,127,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
919,by 911truth,the poll,128,133,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
920,by 911truth,the poll,134,138,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
921,by 911truth,the poll,139,146,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
922,by 911truth,the poll,147,156,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
923,by 911truth,the poll,157,161,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
924,by 911truth,the poll,162,165,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
925,by 911truth,the poll,166,173,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
926,by 911truth,the poll,174,178,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
927,by 911truth,the poll,179,184,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
928,by 911truth,the poll,185,188,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
929,by 911truth,the poll,189,193,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
930,by 911truth,the poll,194,195,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
931,by 911truth,the poll,196,201,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
932,by 911truth,the poll,202,204,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
933,by 911truth,the poll,205,210,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
934,by 911truth,the poll,211,214,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
935,by 911truth,the poll,215,222,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
936,by 911truth,the poll,223,226,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
937,by 911truth,the poll,227,230,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
938,by 911truth,the poll,231,236,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
939,by 911truth,the poll,237,246,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
940,by 911truth,the poll,247,249,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
941,by 911truth,the poll,250,252,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
942,by 911truth,the poll,253,266,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
943,by 911truth,the poll,267,275,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
944,by 911truth,the poll,276,282,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
945,by 911truth,the poll,283,297,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
946,by 911truth,the poll,298,301,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
947,by 911truth,the poll,302,310,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
948,by 911truth,the poll,311,320,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
949,by 911truth,the poll,321,328,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
950,by 911truth,the poll,329,332,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
951,by 911truth,the poll,333,335,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
952,by 911truth,the poll,336,346,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
953,by 911truth,the poll,347,356,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
954,by 911truth,the poll,357,368,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
955,by 911truth,the poll,369,376,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
956,by 911truth,the poll,377,379,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
957,by 911truth,the poll,380,386,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
958,by 911truth,the poll,387,397,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
959,by 911truth,the poll,398,403,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
960,by 911truth,the poll,404,412,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
961,by 911truth,the poll,413,418,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
962,by 911truth,the poll,419,421,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
963,by 911truth,the poll,422,430,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
964,by 911truth,the poll,431,438,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
965,by 911truth,the poll,439,442,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
966,by 911truth,the poll,443,450,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
967,by 911truth,the poll,451,455,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
968,by 911truth,the poll,456,457,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
969,by 911truth,the poll,458,468,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
970,by 911truth,the poll,469,478,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
971,by 911truth,the poll,479,485,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
972,by 911truth,the poll,486,488,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
973,by 911truth,the poll,489,493,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
974,by 911truth,the poll,494,505,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
975,by 911truth,the poll,506,515,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
976,by 911truth,the poll,516,518,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
977,by 911truth,the poll,519,524,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
978,by 911truth,the poll,525,538,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
979,by 911truth,the poll,539,543,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
980,by 911truth,the poll,544,551,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
981,by 911truth,the poll,552,555,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
982,by 911truth,the poll,556,558,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
983,by 911truth,the poll,559,566,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
984,by 911truth,the poll,567,575,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
985,by 911truth,the poll,576,579,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
986,by 911truth,the poll,580,583,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
987,by 911truth,the poll,584,589,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
988,by 911truth,the poll,590,593,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
989,by 911truth,the poll,594,601,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
990,by 911truth,the poll,602,606,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
991,by 911truth,the poll,607,608,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
992,by 911truth,the poll,609,615,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
993,by 911truth,the poll,616,618,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
994,by 911truth,the poll,619,627,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
995,by 911truth,the poll,628,633,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
996,by 911truth,the poll,634,636,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
997,by 911truth,the poll,637,640,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
998,by 911truth,the poll,641,650,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
999,by 911truth,the poll,651,655,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1000,by 911truth,the poll,656,659,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1001,by 911truth,the poll,660,672,True,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1002,by 911truth,the poll,673,675,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1003,by 911truth,the poll,676,689,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1004,by 911truth,the poll,690,691,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1005,by 911truth,the poll,692,698,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1006,by 911truth,the poll,699,704,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1007,by 911truth,the poll,705,712,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1008,by 911truth,the poll,713,718,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1009,by 911truth,the poll,719,721,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1010,by 911truth,the poll,722,729,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1011,by 911truth,the poll,730,733,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1012,by 911truth,the poll,734,739,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1013,by 911truth,the poll,740,742,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1014,by 911truth,the poll,743,747,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1015,by 911truth,the poll,748,750,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1016,by 911truth,the poll,751,754,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1017,by 911truth,the poll,755,759,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1018,by 911truth,the poll,760,780,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1019,by 911truth,the poll,781,788,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1020,by 911truth,the poll,789,791,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1021,by 911truth,the poll,792,796,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1022,by 911truth,the poll,797,802,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1023,by 911truth,the poll,803,807,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1024,by 911truth,the poll,808,812,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1025,by 911truth,the poll,813,821,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1026,by 911truth,the poll,822,826,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1027,by 911truth,the poll,827,833,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1028,by 911truth,the poll,834,837,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1029,by 911truth,the poll,838,843,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1030,by 911truth,the poll,844,847,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1031,by 911truth,the poll,848,852,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1032,by 911truth,the poll,853,860,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1033,by 911truth,the poll,861,871,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1034,by 911truth,the poll,872,874,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1035,by 911truth,the poll,875,878,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1036,by 911truth,the poll,879,883,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1037,by 911truth,the poll,884,890,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1038,by 911truth,the poll,891,899,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1039,by 911truth,the poll,900,903,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1040,by 911truth,the poll,904,906,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1041,by 911truth,the poll,907,911,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1042,by 911truth,the poll,912,918,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1043,by 911truth,the poll,919,922,False,http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
1044,Zinedine_Zidane,2%2c012 votes,4,12,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1045,Zinedine_Zidane,2%2c012 votes,13,19,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1046,Zinedine_Zidane,2%2c012 votes,20,28,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1047,Zinedine_Zidane,2%2c012 votes,29,33,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1048,Zinedine_Zidane,2%2c012 votes,34,42,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1049,Zinedine_Zidane,2%2c012 votes,43,49,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1050,Zinedine_Zidane,2%2c012 votes,50,53,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1051,Zinedine_Zidane,2%2c012 votes,54,58,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
